t,ag1,ag2,ag3
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.04378355817128088,0.004547983275405602,0.002291676430771013
323,0.08351509420291016,0.007887541547603013,0.003974441409914134
324,0.10345856186631697,0.0087738820238999,0.004421058175229034
325,0.11102781605182563,0.012034185468190947,0.00606388755871594
326,0.11710411655528175,0.017262914994563925,0.008698584190795514
327,0.13454290924765722,0.017863327139923158,0.009001124960835109
328,0.15249965405448299,0.018119330695502246,0.009130122206204672
329,0.1586970671243105,0.019852587407758436,0.010003490315852992
330,0.15233998496605697,0.020664744289868604,0.010412726821819327
331,0.2827515139804251,0.037372415028844044,0.018831529822403742
332,0.4305648701856,0.031256145491174,0.0157496119931279
333,0.5335621380607125,0.031256145491174,0.0157496119931279
334,0.4566140448318275,0.302670269629725,0.152512065503074
335,0.43038034238409,0.302670269629725,0.152512065503074
336,0.7906234541860043,0.2704493727175211,0.13627632637199444
337,0.9065902248693246,0.2552948561900194,0.1286401399036728
338,0.7532052577224488,0.2645958785792349,0.13332681804224594
339,0.7579171900609925,0.3192874609035125,0.1608852769424585
340,0.5433113569070575,0.355687022741335,0.179226597238253
341,0.806755548193475,0.355687022741335,0.179226597238253
342,0.980358991904185,0.31747230714699254,0.15997064185474014
343,0.6204070471005286,0.2948451302985479,0.14856906785184465
344,0.4171518539137075,0.2465671753985419,0.12424236199774212
345,0.241624679634445,0.23400286010962965,0.11791134812350836
346,0.24102922006982072,0.1826868601119428,0.09205380630885512
347,0.21248859788700214,0.19678625914544784,0.09915833121505929
348,0.1318429919173139,0.2904145649570584,0.14633655696663733
349,0.09247191754886978,0.3322052356836539,0.16739439498643735
350,0.21938673200505565,0.1600013892263803,0.08062285861154875
351,0.19990447590223953,0.09977869447730282,0.05027733581679537
352,0.21939557075783017,0.026325008439713166,0.013264868784232366
353,0.21050387678252494,0.011747838141757392,0.0059196004364323734
354,0.18225842036280987,0.01003981509594645,0.005058947280897268
355,0.16241040150111588,0.008602158062032322,0.004334528447176
356,0.10305819024478702,0.02806619986455375,0.014142235104233139
357,0.05805965797122404,0.028716741989592613,0.014470035794098753
358,0.05742613482181271,0.0037698739647279394,0.0018995961042037478
359,0.028415154239967284,0.0015951836822263232,0.0008037946988673914
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,0.0,0.0,0.0
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,0.0,0.0,0.0
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,0.0,0.0,0.0
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.03529884784121349,0.005311345781106236,0.0026763260120279742
419,0.0594544145715186,0.009251063453664577,0.004661504405914828
420,0.08362968665474699,0.008299192661422755,0.004181867668568781
