,minutes,ag0,ag1,ag2,ag3,ag4,ag5,ag6,ag7,ag8,ag9,ag10,ag11,ag12,ag13,ag14,ag15,ag16,ag17,ag18,ag19,ag20,ag21,ag22,ag23,ag24,ag25,ag26,ag27,ag28,ag29,ag30,ag31,ag32,ag33,ag34,ag35,ag36,ag37,ag38,ag39,ag40,ag41,ag42,ag43,ag44,ag45,ag46,ag47,ag48,ag49,ag50,PV0,PV1,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,PV10,PV11,PV12,PV13,PV14,PV15,PV16,PV17,PV18,PV19,PV20,PV21,PV22,PV23,PV24,PV25,PV26,PV27,PV28,PV29,PV30,PV31,PV32,PV33,PV34,PV35,PV36,PV37,PV38,PV39,PV40,PV41,PV42,PV43,PV44,PV45,PV46,PV47,PV48,PV49
0,0.0,3.042924971395324,0.0,1.725,0.0,0.0,2.5875,0.8625,0.0,0.8625,0.0,0.12594303743780694,0.0,3.45,2.5875,0.0,0.0,0.8625,1.725,1.725,0.7351246652445191,0.0,0.0,0.31784110877078375,2.0224368380874793,2.5875,0.0,2.5875,1.4375,0.0,0.0,3.45,0.8625,2.5875,0.0,0.0,1.725,2.5875,0.0,0.0,0.6272278772257042,0.0,0.0,0.0,0.0,0.8625,0.4318947708738368,0.8625,0.8625,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,0.0,2.5875,0.0,0.0,2.5875,2.5875,0.0,2.5875,0.0,0.0,0.8625,0.0,0.0,2.5875,1.4375,1.7465562267801609,0.829386797440571,1.725,1.725,0.0,0.0,3.45,0.0,2.5875,0.0,1.725,2.2915212310076254,1.4375,0.0,0.07503271672624198,0.0,0.8625,2.5875,0.0,0.0,0.0,0.0,0.0,0.3404962970263783,0.0,0.8625,0.0,0.10461391558812597,0.8625,0.8625,0.8625,0.8625,0.0,1.15,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30.0,10.35,0.0,0.0,0.5936357447827421,0.0,0.0402300181090286,0.0,2.5875,0.8625,0.0,0.8625,0.0,3.45,2.5875,1.4375,0.0,0.0,0.0,1.725,1.725,0.8625,3.45,0.0,0.0,1.8770316553052273,1.725,0.0,0.0,0.0,0.0,0.0,0.5226133713795164,0.0,0.0,0.0,0.0,2.5875,2.5875,0.0,2.5875,0.8625,0.8625,0.0,0.8625,0.8625,0.0,0.8625,0.8625,0.632557814304771,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,45.0,0.0,2.5875,1.725,0.8625,0.0,0.0,0.8625,2.5875,0.0,0.0,0.8625,3.45,0.0,0.0,0.0,0.0,0.0,1.725,0.7921972640788826,0.0,0.8625,0.0,0.0,2.5875,1.3860991547359802,1.725,0.0,0.0,0.0,1.725,0.0,0.0,0.0,0.9089265223539165,0.0,1.725,0.13691959532526846,0.0,2.5875,0.0,0.8625,0.0,0.8625,0.599267901446583,0.8625,0.8625,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,60.0,6.033494270567981,2.5875,0.0,0.8625,0.0,0.0,0.0,0.0,0.4857941076539216,0.0,0.0,0.25125049410658057,3.45,2.5875,1.4375,0.5684733370369474,0.02523839776764092,0.0,1.725,1.725,0.0,3.45,0.0,2.5875,2.5875,1.725,2.5875,1.4375,0.0,1.725,3.45,0.8625,2.5875,2.5875,0.0,1.725,2.5875,2.5875,2.5875,0.0,0.8625,0.0,0.8625,0.8625,0.8625,0.0,0.8561422026928341,0.0,0.0,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625,1.946998753339438,0.0,0.0,1.4375,2.5875,0.8625,1.725,1.6686233236872055,0.0,0.8625,0.0,0.0,2.5875,2.5875,0.37353798213883765,0.0,1.4375,1.4375,1.725,3.45,0.8625,0.0,2.5379485122384757,0.0,1.725,2.5875,0.5136374048603293,0.0,0.0,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.8625,0.0,1.15,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,90.0,2.8681837276247877,0.0,1.725,0.8625,0.0,0.0,0.8625,2.5875,0.0,3.45,0.8625,3.45,0.0,2.5875,0.0,0.505279907464898,0.0,1.5087228504744565,0.0,1.6739009635853797,0.8625,0.0,0.8625,0.0,2.5875,1.725,2.5875,1.4375,1.4375,0.0,0.0,0.757815093982517,0.0,2.5875,0.0,0.0,2.5875,2.5875,1.3873671136017385,0.0,0.8625,0.0,0.0,0.0,0.8625,0.8625,0.8625,0.0065603341138138205,1.15,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,105.0,4.257138762883715,2.5875,0.0,0.0,2.1520042902353786,0.0,0.0,0.0,0.0,3.45,0.0,3.45,3.45,0.0,1.4375,2.3811482402772146,0.8625,0.0,1.725,0.0,0.0,0.0,0.0,2.5875,0.0,0.0,2.5875,1.4375,1.4375,1.725,3.45,0.0,2.5875,0.9741895461044576,0.0,1.725,0.0,0.13549105335564782,2.5875,0.0,0.0,0.0,0.8625,0.8625,0.8625,0.07638346255958661,0.8625,0.0,0.8043156644869898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,120.0,8.52350408533224,2.5875,0.0,0.0,0.0,2.5875,0.8625,2.5875,0.8625,0.0,0.8625,0.0,3.45,0.0,0.0,0.0,0.8625,1.725,0.6761774409633862,1.725,0.8625,3.45,0.8625,0.0,0.0,0.0,2.5875,0.0,0.0,1.725,3.45,0.0,0.0,2.5875,1.725,1.725,2.5875,0.0,2.5875,2.3263192659777774,0.0,0.8625,0.0,0.0,0.8625,0.8625,0.8625,0.0,1.15,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,135.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.8625,2.5875,0.8625,3.45,0.0,0.0,3.45,2.5875,0.0,2.5875,0.0,1.725,0.0,0.0,0.8625,0.0,0.0,0.0,2.5875,1.725,0.9624600212778882,0.0,1.4375,0.0,3.45,0.8625,2.5875,2.5875,0.0,1.725,0.0,0.0,2.5875,0.0,0.0,0.8625,0.8625,0.015971633056989586,0.1688514620121187,0.8625,0.0,0.8625,0.1500329710581454,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
