,minutes,ag0,ag1,ag2,ag3,ag4,ag5,ag6,ag7,ag8,ag9,ag10,ag11,ag12,ag13,ag14,ag15,ag16,ag17,ag18,ag19,ag20,ag21,ag22,ag23,ag24,ag25,ag26,ag27,ag28,ag29,ag30,ag31,ag32,ag33,ag34,ag35,ag36,ag37,ag38,ag39,ag40,ag41,ag42,ag43,ag44,ag45,ag46,ag47,ag48,ag49,ag50,PV0,PV1,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,PV10,PV11,PV12,PV13,PV14,PV15,PV16,PV17,PV18,PV19,PV20,PV21,PV22,PV23,PV24,PV25,PV26,PV27,PV28,PV29,PV30,PV31,PV32,PV33,PV34,PV35,PV36,PV37,PV38,PV39,PV40,PV41,PV42,PV43,PV44,PV45,PV46,PV47,PV48,PV49
0,0.0,0.24098220447335006,0.0,1.725,0.8625,0.0,0.0,0.8625,0.6471719034967547,0.0,0.0,0.0,0.0,3.45,0.0,1.4375,0.0,0.8625,0.0,1.725,1.725,0.8625,0.0,0.0,0.0,0.0,1.725,0.0,0.0,0.416200441979782,0.0,0.0,0.8625,0.0,2.5875,1.725,0.0,2.5875,0.0,2.453803638043249,1.5508813861024648,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,10.35,2.5875,0.0,0.8625,2.5875,2.5875,0.8625,2.5875,0.0,0.0,0.0,1.8830879652531243,3.45,2.5875,0.0,2.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875,2.5875,1.725,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,0.0,1.3233564607078816,1.725,0.0,0.0,2.5875,0.0,0.8625,0.0,0.0,0.0,0.8625,0.0,0.0,0.29154184469071837,0.8841303984194923,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30.0,4.55328185015684,0.0,0.0,0.0,0.0,2.5875,0.8625,2.5875,0.8625,0.0,0.0,3.45,1.4143559511309234,2.5875,0.0,1.2885039096929605,0.0,0.0,0.0,1.725,0.0,0.0,0.8625,2.5875,0.0,1.725,0.0,1.4375,0.0,0.0,0.0,0.0,0.0,2.5875,0.0,1.725,1.2578667718140655,0.0,0.0,2.5875,0.8625,0.8625,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,45.0,5.010555717992476,2.5875,0.0,0.8625,0.0,2.5875,0.0,0.0,0.0,0.0,0.8625,3.45,0.0,2.5875,0.0,0.0,0.0,1.725,1.725,1.725,0.0,3.45,0.19901688604325887,0.0,2.5875,0.0,0.0,0.012398187400024935,0.0,0.0,0.0,0.8625,0.0,0.0,1.725,0.737605131265744,0.0,0.0,0.0,2.5875,0.0,0.8625,0.06234660101830348,0.0,0.0,0.8625,0.0,0.8625,1.070249243437456,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,60.0,1.3578966952473421,0.0,1.725,0.0,0.0,2.5875,0.0,2.5875,0.0,3.45,0.0,0.0,0.0,2.5875,0.0,0.0,0.0,1.725,1.725,0.0,0.8625,3.45,0.8625,0.0,0.44893150785685776,1.725,0.0,0.0,1.4375,1.725,3.45,0.0,0.0,2.5875,1.725,0.0,1.6403959101820096,2.5875,0.0,0.04396230205879059,0.8625,0.8625,0.0,0.8625,0.0,0.0,0.8625,0.0,0.7240063421312536,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,75.0,0.6312417762993183,0.0,0.0,0.8625,2.5875,2.5875,0.0,2.5875,0.0,0.0,0.0,0.0,0.0,2.5875,0.0,0.0,0.0,0.0,1.725,1.725,0.7631250387376047,3.45,0.0,2.5875,2.5875,1.725,2.5875,0.0,1.4375,0.0,3.45,0.0,2.5875,2.5875,1.725,1.725,0.0,2.5875,2.5875,2.5875,0.0,0.6441556423530727,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,90.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.8625,3.45,0.0,3.45,0.1883664825561921,0.0,1.4375,2.5875,0.8625,0.0,0.0,1.725,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,1.2020403836794793,0.8625,0.0,2.5875,1.725,1.725,2.5875,0.0,2.5875,0.0,0.8625,0.2890547075176096,0.8625,0.0,0.8421964485186967,0.0,0.6526282434174877,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,105.0,0.0,0.0,1.725,0.0,2.5875,2.5875,0.0,2.5875,0.0,0.3749663492227274,0.0,0.0,0.0,2.5875,1.4375,0.0,0.8625,0.0,1.725,0.0,0.0,1.198867063855619,0.8625,2.5875,0.0,0.9767976422715252,0.0,0.0,0.0,0.6638787114661041,3.45,0.0,2.5875,2.5875,1.725,1.725,0.0,1.540580134125908,2.5875,2.3577446662082444,0.8625,0.8625,0.8625,0.0,0.8625,0.8625,0.0,0.0,0.0,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,120.0,7.315989009559143,2.5875,0.0,0.8625,2.5875,2.5875,0.0,0.0,0.0,0.0,0.3775552078797411,3.45,0.0,0.8279638869141749,1.4375,2.5875,0.0,1.725,1.725,0.6344582133223238,0.8625,2.115484563820195,0.8625,0.0,0.0,0.0,0.0,1.4375,1.4375,0.0,3.45,0.4143604224437164,0.0,2.5875,1.725,0.0,2.5875,2.5875,0.0,0.0,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.0,0.0,1.15,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,135.0,3.1771785653824827,0.0,1.725,0.0,1.3978003078509023,0.0,0.8625,2.5875,0.0,2.7731388835624844,0.6455532030345298,0.0,3.45,2.5875,1.4375,0.0,0.0,1.725,1.725,1.725,0.0,0.8826717076447493,0.8625,0.0,2.5875,1.2617044014249343,0.0,0.0,1.4375,1.2038657153107224,0.0,0.8625,0.0,2.5875,1.725,1.725,2.5875,2.5875,2.5875,2.5875,0.0,0.8625,0.8625,0.8625,0.8625,0.0,0.8625,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,150.0,10.35,2.5875,1.725,0.8625,0.0,0.0,0.0,2.5875,0.42888612718300956,0.0,0.0,3.45,0.0,0.0,1.4375,1.9826372502867406,0.0,0.0,0.0,1.725,0.0,0.0,0.0,0.0,2.5875,1.0150468745173524,0.0,0.0,0.0,1.725,0.0,0.0,0.07070920924658043,0.35314639748093885,1.725,0.0,0.8465973600476346,2.5875,2.5875,0.0,0.8625,0.8625,0.8625,0.0,0.8625,0.4811593721554653,0.0,0.8625,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,165.0,2.276744345493308,0.0,1.725,0.0,2.5875,0.0,0.0,0.0,0.8625,3.45,0.0,3.45,3.45,0.0,1.4375,1.652211195791701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875,0.0,0.0,1.4375,0.0,0.0,0.0,0.8625,2.5875,0.0,0.2596645287693131,0.0,2.5875,2.5875,0.0,0.3969494210786274,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.8625,1.15,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,180.0,0.0,0.0,0.0,0.0,0.0,2.5875,0.8625,2.5875,0.8625,3.45,0.6555402550841858,3.45,0.0,2.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.8625,3.45,0.0,2.5875,0.6800369561215657,1.725,2.5875,0.0,1.4375,1.725,3.45,0.0,2.5875,2.5875,1.725,1.725,0.0,1.4218737561554737,0.0,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,195.0,10.35,0.0,1.725,0.8625,0.0,0.0,0.0,2.5875,0.241916562950508,3.45,0.8625,0.0,3.45,2.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.3061484570870008,3.45,0.0,0.0,0.9241904313582657,1.725,2.5875,0.3431800802725494,0.0,0.0,0.0,0.8625,2.5875,0.0,1.725,1.725,2.5875,0.0,0.0,2.5875,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,210.0,8.34256097068623,2.5875,1.725,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.22108684519208927,3.45,3.45,2.203238877006629,0.9487744139795679,0.0,0.0,0.0,1.725,1.725,0.0,0.0,0.8625,2.5875,2.5875,1.725,2.5875,0.0,0.0,1.725,3.45,0.8625,0.0,0.0,0.0,1.725,0.0,0.0,2.5875,2.5875,0.8625,0.8625,0.0,0.8625,0.0,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,225.0,2.0591432834586705,2.5875,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.8625,3.45,0.0,2.5875,0.0,2.5875,0.0,0.0,1.725,0.0,0.8625,0.0,0.0,0.0,2.5875,1.725,0.0,1.4375,1.4375,0.0,3.45,0.8625,0.0,2.5875,0.0,0.0,2.5875,2.5875,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,240.0,0.0,0.0,0.0,0.0,2.5875,2.5875,0.0,2.5875,0.0,3.45,0.8625,3.45,0.0,0.0,0.0,2.5875,0.8625,0.0,0.0,1.725,0.8625,0.0,0.8625,0.0,0.0,1.725,0.5041844614794968,0.0,0.7149404672875217,1.725,0.0,0.0,2.5875,2.5875,1.725,1.725,2.5875,2.5875,0.0,2.5875,0.0,0.8625,0.0,0.8625,0.0,0.8625,0.8625,0.8625,0.8193014240906578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,255.0,1.255197421410465,0.0,1.5259552716115363,0.8625,0.0,2.5875,0.8625,2.5875,0.8625,0.0,0.5704233202594668,0.2187909120384527,0.0,2.5875,0.0,0.0,0.0,0.0,1.725,1.725,0.0,0.0,0.0,2.5875,2.5875,0.0,0.0,0.0,1.4375,1.725,0.0,0.0,2.5875,0.0,1.340774455162862,0.0,2.5875,2.5875,2.5875,0.0,0.8625,0.8625,0.8625,0.8625,0.8625,0.0,0.0,0.8625,1.15,0.8625,0.8158906653822593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,270.0,9.244501037990664,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.8625,0.0,0.8625,0.0,3.45,0.0,0.0,2.5875,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,3.45,0.0,0.0,2.5875,1.725,0.0,0.0,0.0,0.0,0.0,0.6251026284658008,0.0,0.8625,0.007900451059538391,0.8625,0.8625,0.0,0.0,0.9971661933631824,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
