,minutes,ag0,ag1,ag2,ag3,ag4,ag5,ag6,ag7,ag8,ag9,ag10,ag11,ag12,ag13,ag14,ag15,ag16,ag17,ag18,ag19,ag20,ag21,ag22,ag23,ag24,ag25,ag26,ag27,ag28,ag29,ag30,ag31,ag32,ag33,ag34,ag35,ag36,ag37,ag38,ag39,ag40,ag41,ag42,ag43,ag44,ag45,ag46,ag47,ag48,ag49,ag50,PV0,PV1,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,PV10,PV11,PV12,PV13,PV14,PV15,PV16,PV17,PV18,PV19,PV20,PV21,PV22,PV23,PV24,PV25,PV26,PV27,PV28,PV29,PV30,PV31,PV32,PV33,PV34,PV35,PV36,PV37,PV38,PV39,PV40,PV41,PV42,PV43,PV44,PV45,PV46,PV47,PV48,PV49
0,0.0,0.0,0.0,0.0,0.3166638824258464,0.0,0.2061441759012273,0.8625,2.5875,0.0,3.45,0.8625,0.0,3.45,0.0,1.4375,0.0,0.0,1.725,1.725,1.725,0.8625,0.0,0.8625,0.0,0.0,1.725,0.0,0.0,0.0,0.0,3.45,0.0,2.5875,0.0,1.725,0.0,2.5875,2.5875,2.5875,2.5875,0.0,0.8625,0.8625,0.0,0.0,0.8625,0.8625,0.8625,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,0.0,2.5875,0.0,0.8625,2.5875,2.5875,0.8625,2.5875,0.0,0.0,0.8625,3.45,3.45,0.0,0.0,0.0,0.8625,1.725,1.725,1.725,0.8625,3.45,0.0,0.0,2.5875,0.0,2.5875,0.0,1.4375,1.725,3.45,0.0,0.0,2.5875,0.0,0.0,1.243521876432622,0.0,0.0,0.0,0.0,0.8625,0.0,0.8625,0.0,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30.0,0.0,0.0,1.725,0.8625,2.5875,0.0,0.8625,2.5875,0.0,3.45,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.6629638801139927,0.0,0.0,0.8625,0.0,0.0,1.2846164741990762,0.0,1.725,0.0,1.4375,1.4375,0.0,0.0,0.0,0.0,0.0,1.6225591458508113,1.725,2.5875,0.0,0.0,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,45.0,10.35,0.44963919992135226,0.0,0.0,2.5875,0.0,0.0,2.5875,0.0,0.0,0.0,3.45,0.0,0.0,1.4375,0.0,0.0,1.725,0.0,0.0,0.8625,0.0,0.0,2.5875,0.0,1.725,0.0,1.4375,1.4375,1.725,3.45,0.8625,2.5875,2.5875,1.725,1.725,2.5875,0.0,2.5875,2.5875,0.0,0.0,0.0,0.0,0.41015101483774435,0.8625,0.8625,0.0,0.0,0.8625,0.3503976747060429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,60.0,3.2009264139638347,0.0,0.0,0.8625,0.0,2.5875,0.8625,0.0,0.8625,0.0,0.0,3.45,3.45,0.0,1.4375,2.5875,0.8625,0.0,0.0,1.725,0.8625,0.0,0.8625,2.5875,0.0,0.0,2.5875,0.0,1.4375,0.0,3.45,0.0,0.0,0.0,0.0,1.725,2.5875,0.4456531904736174,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.8625,0.0,0.17371701659173655,1.15,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,75.0,0.0,2.5875,0.0,0.0,2.5875,2.5875,0.0,2.5875,0.0,3.45,0.8625,3.45,0.0,2.5875,0.0,0.0,0.0,1.725,0.0,1.725,0.8625,0.0,0.0,2.5875,0.0,0.0,2.5875,0.0,0.0,1.725,0.0,0.7929750641042027,0.0,2.5875,0.0,0.0,2.5875,2.5875,2.5875,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,90.0,4.788901869021316,2.5875,0.0,0.8625,0.16280635117039596,0.0,0.8625,0.0,0.0,0.0,0.0,3.45,3.45,0.0,1.4375,0.0,0.0,0.0,0.0,1.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875,0.0,0.8625,0.0,0.8625,0.8625,0.8625,0.8625,0.8625,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,105.0,1.7217752975502658,0.0,1.725,0.0,2.5875,0.0,0.0,0.0,0.8625,0.0,0.8625,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,1.725,0.0,3.45,0.8625,2.5875,2.5875,0.0,0.0,0.0,0.0,1.725,0.0,0.8625,0.0,0.0,0.0,1.725,0.0,0.0,2.5875,2.5875,0.8625,0.0,0.0,0.8625,0.0,0.0,0.0,0.8625,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,120.0,3.8019755677480367,0.0,0.0,0.8625,0.0,2.5875,0.0,2.3498136796992672,0.0,0.0,0.8625,3.45,0.0,0.0,0.0,0.5318109186391909,0.0,0.0,1.725,1.725,0.0,0.0,0.0,2.5875,0.0,0.0,2.5875,1.4375,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,1.725,1.7408325560814273,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.8625,0.8625,0.8625,0.0,0.6091093147365378,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,135.0,1.1451146110003125,0.0,0.0,0.8625,0.0,2.5875,0.0,0.0,0.8625,3.45,0.8625,0.0,3.45,0.0,0.0,2.5875,0.6791303816524895,0.0,0.0,0.0,0.0,3.45,0.8625,0.0,0.0,1.725,0.0,0.0,0.0,1.725,0.0,0.8625,0.0,2.5875,1.725,0.0,2.5875,0.0,2.5875,2.5875,0.0,0.8625,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
